"date","value"
2019.01.01,3.8813
2019.01.02,3.79
2019.01.03,3.7565
2019.01.04,3.7155
2019.01.05,3.7222
2019.01.06,3.7289
2019.01.07,3.7356
2019.01.08,3.7133
2019.01.09,3.6807
2019.01.10,3.7105
2019.01.11,3.7113
2019.01.12,3.7072333333333334
2019.01.13,3.7031666666666667
2019.01.14,3.6991
2019.01.15,3.7172
2019.01.16,3.7366
2019.01.17,3.7504
2019.01.18,3.7517
2019.01.19,3.7528
2019.01.20,3.7539
2019.01.21,3.755
2019.01.22,3.8152
2019.01.23,3.7663
2019.01.24,3.7733
2019.01.25,3.7708
2019.01.26,3.7678333333333334
2019.01.27,3.7648666666666664
2019.01.28,3.7619
2019.01.29,3.7202
2019.01.30,3.685
2019.01.31,3.644
2019.02.01,3.6597
2019.02.02,3.6627
2019.02.03,3.6656999999999997
2019.02.04,3.6687
2019.02.05,3.6698
2019.02.06,3.6983
2019.02.07,3.7167
2019.02.08,3.7292
2019.02.09,3.7387
2019.02.10,3.7481999999999998
2019.02.11,3.7577
2019.02.12,3.7098
2019.02.13,3.7544
2019.02.14,3.7233
2019.02.15,3.7008
2019.02.16,3.7123
2019.02.17,3.7238
2019.02.18,3.7353
2019.02.19,3.7231
2019.02.20,3.7277
2019.02.21,3.7696
2019.02.22,3.7485
2019.02.23,3.7497
2019.02.24,3.7509
2019.02.25,3.7521
2019.02.26,3.7489
2019.02.27,3.7287
2019.02.28,3.7514
2019.03.01,3.7752
2019.03.02,3.7753
2019.03.03,3.7754
2019.03.04,3.7755
2019.03.05,3.7755
2019.03.06,3.8401
2019.03.07,3.8704
2019.03.08,3.8668
2019.03.09,3.8579666666666665
2019.03.10,3.8491333333333335
2019.03.11,3.8403
2019.03.12,3.8114
2019.03.13,3.8147
2019.03.14,3.8443
2019.03.15,3.8144
2019.03.16,3.806766666666667
2019.03.17,3.7991333333333333
2019.03.18,3.7915
2019.03.19,3.7891
2019.03.20,3.7763
2019.03.21,3.793
2019.03.22,3.9071
2019.03.23,3.889533333333333
2019.03.24,3.871966666666667
2019.03.25,3.8544
2019.03.26,3.8773
2019.03.27,3.9935
2019.03.28,3.901
2019.03.29,3.9247
2019.03.30,3.9004
2019.03.31,3.8761
2019.04.01,3.8518
2019.04.02,3.8537
2019.04.03,3.87
2019.04.04,3.859
2019.04.05,3.873
2019.04.06,3.865
2019.04.07,3.857
2019.04.08,3.849
2019.04.09,3.8502
2019.04.10,3.8247
2019.04.11,3.857
2019.04.12,3.8812
2019.04.13,3.8781333333333334
2019.04.14,3.8750666666666667
2019.04.15,3.872
2019.04.16,3.9031
2019.04.17,3.9373
2019.04.18,3.9261
2019.04.19,3.926
2019.04.20,3.929266666666667
2019.04.21,3.932533333333333
2019.04.22,3.9358
2019.04.23,3.9197
2019.04.24,3.9922
2019.04.25,3.953
2019.04.26,3.9288
2019.04.27,3.933933333333333
2019.04.28,3.9390666666666667
2019.04.29,3.9442
2019.04.30,3.9207
2019.05.01,3.9195
2019.05.02,3.9654
2019.05.03,3.9378
2019.05.04,3.947966666666667
2019.05.05,3.9581333333333335
