"﻿date","value"
"2020.07.03",5.3158
"2020.07.04",5.329266666666667
"2020.07.05",5.342733333333333
"2020.07.06",5.3562
"2020.07.07",5.379
"2020.07.08",5.3422
"2020.07.09",5.3413
"2020.07.10",5.3238
"2020.07.11",5.350533333333334
"2020.07.12",5.377266666666666
"2020.07.13",5.404
"2020.07.14",5.3674
"2020.07.15",5.3698
"2020.07.16",5.3311
"2020.07.17",5.3849
"2020.07.18",5.366033333333333
"2020.07.19",5.347166666666666
"2020.07.20",5.3283
"2020.07.21",5.1713
"2020.07.22",5.1166
"2020.07.23",5.2112
"2020.07.24",5.2329
"2020.07.25",5.2035
"2020.07.26",5.1741
"2020.07.27",5.1447
"2020.07.28",5.1533
"2020.07.29",5.1692
"2020.07.30",5.1534
"2020.07.31",5.224
"2020.08.01",5.256433333333334
"2020.08.02",5.288866666666666
"2020.08.03",5.3213
"2020.08.04",5.29
"2020.08.05",5.2902
"2020.08.06",5.3315
"2020.08.07",5.4383
"2020.08.08",5.4526
"2020.08.09",5.4669
"2020.08.10",5.4812
"2020.08.11",5.38
"2020.08.12",5.4333
"2020.08.13",5.369
"2020.08.14",5.4204
"2020.08.15",5.449933333333333
"2020.08.16",5.479466666666667
"2020.08.17",5.509
"2020.08.18",5.4666
"2020.08.19",5.5575
"2020.08.20",5.5568
"2020.08.21",5.6192
"2020.08.22",5.616133333333334
"2020.08.23",5.613066666666667
"2020.08.24",5.61
"2020.08.25",5.5075
"2020.08.26",5.6054
"2020.08.27",5.5691
"2020.08.28",5.3881
"2020.08.29",5.422533333333333
"2020.08.30",5.456966666666666
"2020.08.31",5.4914
"2020.09.01",5.396
"2020.09.02",5.3403
"2020.09.03",5.2914
"2020.09.04",5.3012
"2020.09.05",5.31685
"2020.09.06",5.3325
"2020.09.07",5.34815
"2020.09.08",5.3638
"2020.09.09",5.3078
"2020.09.10",5.321
"2020.09.11",5.3189
"2020.09.12",5.3028
"2020.09.13",5.2867
"2020.09.14",5.2706
"2020.09.15",5.2748
"2020.09.16",5.2377
"2020.09.17",5.2394
"2020.09.18",5.3876
"2020.09.19",5.3961
"2020.09.20",5.4046
"2020.09.21",5.4131
"2020.09.22",5.4704
"2020.09.23",5.5943
"2020.09.24",5.5089
"2020.09.25",5.5624
"2020.09.26",5.595833333333333
"2020.09.27",5.629266666666667
"2020.09.28",5.6627
"2020.09.29",5.6344
"2020.09.30",5.6112
"2020.10.01",5.6437
"2020.10.02",5.6851
"2020.10.03",5.648166666666667
"2020.10.04",5.611233333333334
"2020.10.05",5.5743
"2020.10.06",5.593
"2020.10.07",5.6097
"2020.10.08",5.5987
"2020.10.09",5.5318
"2020.10.10",5.541175
"2020.10.11",5.550549999999999
"2020.10.12",5.559925
"2020.10.13",5.5693
"2020.10.14",5.5912
"2020.10.15",5.6126
"2020.10.16",5.6428
"2020.10.17",5.630833333333333
"2020.10.18",5.618866666666667
"2020.10.19",5.6069
"2020.10.20",5.6054
"2020.10.21",5.6066
"2020.10.22",5.5893
"2020.10.23",5.6175
"2020.10.24",5.6193
"2020.10.25",5.621099999999999
"2020.10.26",5.6229
"2020.10.27",5.7055
"2020.10.28",5.7457
"2020.10.29",5.779
"2020.10.30",5.7446
"2020.10.31",5.7439
"2020.11.01",5.7432
"2020.11.02",5.7425
"2020.11.03",5.756
"2020.11.04",5.6635
"2020.11.05",5.525
"2020.11.06",5.3647
"2020.11.07",5.371733333333333
"2020.11.08",5.3787666666666665
"2020.11.09",5.3858
"2020.11.10",5.4147
"2020.11.11",5.391
"2020.11.12",5.4581
"2020.11.13",5.4582
"2020.11.14",5.443866666666667
"2020.11.15",5.429533333333333
"2020.11.16",5.4152
"2020.11.17",5.3281
"2020.11.18",5.3629
"2020.11.19",5.3054
"2020.11.20",5.3797
"2020.11.21",5.399466666666666
"2020.11.22",5.419233333333334
"2020.11.23",5.439
"2020.11.24",5.3736
"2020.11.25",5.3237
"2020.11.26",5.3365
"2020.11.27",5.3438
"2020.11.28",5.339833333333333
"2020.11.29",5.335866666666667
"2020.11.30",5.3319
"2020.12.01",5.2061
"2020.12.02",5.2175
"2020.12.03",5.1515
"2020.12.04",5.1557
"2020.12.05",5.1368
"2020.12.06",5.117900000000001
"2020.12.07",5.099
"2020.12.08",5.1202
"2020.12.09",5.1708
"2020.12.10",5.0256
"2020.12.11",5.0656
"2020.12.12",5.083366666666667
"2020.12.13",5.101133333333333
"2020.12.14",5.1189
"2020.12.15",5.0842
"2020.12.16",5.0838
"2020.12.17",5.0582
"2020.12.18",5.1022
"2020.12.19",5.108866666666667
"2020.12.20",5.1155333333333335
"2020.12.21",5.1222
"2020.12.22",5.1597
"2020.12.23",5.2164
"2020.12.24",5.2165
"2020.12.25",5.2239
"2020.12.26",5.2313
"2020.12.27",5.2387
"2020.12.28",5.2461
"2020.12.29",5.2099
"2020.12.30",5.1937
"2020.12.31",5.1935
